,publisher,dagger,author,isbn,price,date,title,weeks_on_list,no_of_words_title
1711,Morrow/HarperCollins,0,Dorothea Benton Frank,0062132458,0,2015-02-01,THE LAST ORIGINAL WIFE,0,4
1712,WGW,0,Whitney Gracia Williams,0990317072,0,2015-02-01,REASONABLE DOUBT FULL SERIES,0,4
1713,Putnam,0,Stuart Woods,None,0,2015-02-01,INSATIABLE APPETITES,0,2
1714,Delacorte,0,Alan Bradley,0345539958,0,2015-01-25,AS CHIMNEY SWEEPERS COME TO DUST,0,6
1715,Harper,0,Bernard Cornwell,0062250744,0,2015-01-25,THE EMPTY THRONE,0,3
1716,Deborah Bladon,0,Deborah Bladon,None,0,2015-01-18,GONE - PART THREE,0,4
1717,Berkley,0,Sylvia Day,None,0,2015-01-18,CAPTIVATED BY YOU,0,3
1718,Deborah Bladon,0,Deborah Bladon,None,0,2015-01-18,GONE - PART TWO,0,4
1719,Putnam,0,Jack Higgins,None,0,2015-01-18,RAIN ON THE DEAD,0,4
1720,Broadway,0,Gillian Flynn,0307341550,0,2015-01-11,SHARP OBJECTS,0,2
1721,Dutton,0,Ken Follett,0525953094,0,2015-01-04,EDGE OF ETERNITY,0,3
1722,Golden Unicorn Enterprises,0,J S Scott and others,None,0,2014-12-21,NAUGHTY & NICE,0,3
1723,Simon & Schuster,0,Mary Higgins Clark and Alafair Burke,1476763127,0,2014-12-21,THE CINDERELLA MURDER,0,3
1724,Pocket Star,0,J A Jance,1501103695,0,2014-12-14,A LAST GOODBYE,0,3
1725,Grand Central,0,Douglas Preston and Lincoln Child,1455525901,0,2014-12-14,BLUE LABYRINTH,0,2
1726,Berkley,0,Nora Roberts,0698144546,0,2014-12-14,BLOOD MAGICK,0,2
1727,Latin Goddess Press,0,Milly Taiden,None,0,2014-12-14,CURVES 'EM RIGHT,0,3
1728,Carina Press,0,Jaci Burton,1426899351,0,2014-12-07,JACI BURTON THE KENT BROTHERS TRILOGY,0,6
1729,Bantam,0,J Kenner,None,0,2014-11-23,HAVE ME,0,2
1730,"Little, Brown",0,James Patterson and Michael Ledwidge,0316211028,0,2014-11-23,BURN,0,1
1731,Denise Grover Swank,0,Denise Grover Swank,None,0,2014-11-23,THIRTY-THREE AND A HALF SHENANIGANS,0,5
1732,Deborah Bladon,0,Deborah Bladon,None,0,2014-11-23,RUIN: PART TWO,0,3
1733,Ellora's Cave,0,Laurann Dohner,None,0,2014-11-16,SMILEY,0,1
1734,Jove,0,Nalini Singh,None,0,2014-11-16,ARCHANGEL'S SHADOWS,0,2
1735,Avon,0,Ilona Andrews,0062289241,0,2014-11-16,BURN FOR ME,0,3
1736,Lisa Renee Jones,0,Lisa Renee Jones,None,0,2014-11-16,"TALL, DARK AND DEADLY BOOKS 1 - 4",0,8
1737,Pocket Books,0,Jude Deveraux,None,0,2014-11-09,CHANGE OF HEART,0,3
1738,Putnam,0,Stuart Woods,None,0,2014-11-02,PARIS MATCH,0,2
1739,"Little, Brown",0,Elin Hilderbrand,None,0,2014-11-02,WINTER STREET,0,2
1740,Grand Central Publishing,0,Jill Shalvis,None,0,2014-11-02,ONE IN A MILLION,0,4
1741,Kelley R. Martin,0,Kelley R Martin,None,0,2014-11-02,DOWN AND OUT,0,3
1742,Dell,0,Diana Gabaldon,0440335183,0,2014-11-02,DRAGONFLY IN AMBER,0,3
1743,Avon,0,Maya Banks,0062312472,0,2014-10-26,KEEP ME SAFE,0,3
1744,"Farrar, Straus & Giroux",0,Marilynne Robinson,0374187614,0,2014-10-26,LILA,0,1
1745,Jessica Sorensen,0,Jessica Sorensen,None,0,2014-10-19,THE RESOLUTION OF CALLIE AND KAYDEN,0,6
1746,Broadway,0,Gillian Flynn,None,0,2014-10-19,THE COMPLETE GILLIAN FLYNN,0,4
1747,Gossamer,0,Melody Anne,None,0,2014-10-19,HOLIDAY TREASURE,0,2
1748,HTJB,0,Marie Force,None,0,2014-10-19,KISSES AFTER DARK,0,3
1749,Morrow,0,J Lynn,0062294814,0,2014-10-12,STAY WITH ME,0,3
1750,Putnam,0,J D Robb,1101617276,0,2014-10-12,FESTIVE IN DEATH,0,3
1751,Doubleday,0,John Grisham,0345543246,0,2014-10-12,SYCAMORE ROW,0,2
1752,Plume,0,Jonathan Tropper,None,0,2014-10-12,THIS IS WHERE I LEAVE YOU,0,6
1753,Victoria Ashley,0,Victoria Ashley,None,0,2014-10-05,HEMY,0,1
1754,Riverhead,0,Sarah Waters,None,0,2014-10-05,THE PAYING GUESTS,0,3
1755,Putnam,0,Clive Cussler and Russell Blake,None,0,2014-09-28,THE EYE OF HEAVEN,0,4
1756,Bantam,0,J Kenner,080417671X,0,2014-09-28,IGNITED,0,1
1757,Morrow,0,Faye Kellerman,None,0,2014-09-21,MURDER 101,0,2
1758,Ace,0,Patricia Briggs,1101609508,0,2014-09-21,SHIFTING SHADOWS,0,2
1759,Grand Central,0,Jill Shalvis,1455529516,0,2014-09-14,IT'S IN HIS KISS,0,4
1760,Morrow,0,Susan Elizabeth Phillips,0062106112,0,2014-09-14,HEROES ARE MY WEAKNESS,0,4
1761,Deborah Bladon,0,Deborah Bladon,None,0,2014-09-14,VAIN - PART THREE,0,4
1762,Delacorte,0,Lee Child,0804178836,0,2014-09-14,NOT A DRILL,0,3
1763,Knopf,0,Paulo Coelho,1101874082,0,2014-09-07,ADULTERY,0,1
1764,Morrow/HarperCollins,0,James Rollins,0062194925,0,2014-09-07,THE 6TH EXTINCTION,0,3
1765,Avon Impulse,0,Laura Kaye,None,0,2014-09-07,HARD TO HOLD ON TO,0,5
1766,Ballantine,0,Debbie Macomber,None,0,2014-09-07,LOVE LETTERS,0,2
1767,Del Rey,0,Robin Hobb,0553392433,0,2014-08-31,FOOL'S ASSASSIN,0,2
1768,Atria,0,Colleen Hoover,None,0,2014-08-31,UGLY LOVE,0,2
1769,Angela Graham,0,Angela Graham,None,0,2014-08-31,INDESTRUCTIBLE,0,1
1770,Putnam,0,W E B Griffin and William E Butterworth IV,None,0,2014-08-24,TOP SECRET,0,2
1771,Emily Bestler/Atria,0,Brad Thor,None,0,2014-08-24,ACT OF WAR,0,3
1772,Delacorte,0,Danielle Steel,0345530969,0,2014-08-17,A PERFECT LIFE,0,3
1773,Putnam,0,Mark Greaney,039917334X,0,2014-08-17,TOM CLANCY: SUPPORT AND DEFEND,0,5
1774,Pocket,0,Sandra Brown,0743290062,0,2014-08-10,CHILL FACTOR,0,2
1775,Putnam,0,Catherine Coulter,None,0,2014-08-10,POWER PLAY,0,2
1776,Uncommonly Romantic Books,0,Opal Carew and others,None,0,2014-08-10,MASTERED,0,1
1777,Dutton,0,Brad Taylor,None,0,2014-08-03,DAYS OF RAGE,0,3
1778,Atria,0,Jennifer Weiner,1451617801,0,2014-08-03,ALL FALL DOWN,0,3
1779,Putnam,0,C J Box,None,0,2014-08-03,SHOTS FIRED,0,2
1780,Delacorte,0,Diana Gabaldon,044024644X,0,2014-07-27,WRITTEN IN MY OWN HEART'S BLOOD,0,6
1781,Pamela Dorman/Viking,0,Jojo Moyes,None,0,2014-07-27,ONE PLUS ONE,0,3
1782,"Mulholland/Little, Brown",0,Robert Galbraith,0316206865,0,2014-07-27,THE CUCKOO'S CALLING,0,3
1783,Ace,0,Anthony Ryan,None,0,2014-07-20,TOWER LORD,0,2
1784,Deborah Bladon,0,Deborah Bladon,None,0,2014-07-20,PULSE - PART FOUR,0,4
1785,Ballantine,0,Jude Deveraux,0345541839,0,2014-07-20,FOR ALL TIME,0,3
1786,Harlequin Mira,0,Ron Carr,None,0,2014-07-20,THE PROMISE,0,2
1787,Ampersand,0,Kristen Pro,1633500012,0,2014-07-13,BREATHE WITH ME,0,3
1788,Violet Duke,0,Violet Duke,None,0,2014-07-13,"LOVE, LAUGHTER, AND HAPPILY EVER AFTERS COLLECTION",0,7
1789,Ballantine,0,Emily Giffin,034554689X,0,2014-07-06,THE ONE AND ONLY,0,4
1790,Dutton,0,Linda Fairstein,None,0,2014-07-06,TERMINAL CITY,0,2
1791,Putnam,0,John Sandford,None,0,2014-07-06,FIELD OF PREY,0,3
1792,Morrow/HarperCollins,0,J A Jance,0062134698,0,2014-07-06,SECOND WATCH,0,2
1793,Gallery,0,Johanna Lindsey,1476714312,0,2014-06-29,STORMY PERSUASION,0,2
1794,Putnam,0,Clive Cussler and Graham Brown,None,0,2014-06-29,GHOST SHIP,0,2
1795,Riverhead,0,Emma Straub,1101618043,0,2014-06-29,THE VACATIONERS,0,2
1796,Morrow/HarperCollins,0,Dorothea Benton Frank,0062132520,0,2014-06-29,THE HURRICANE SISTERS,0,3
1797,Morrow/HarperCollins,0,Greg Iles,0062311107,0,2014-06-29,NATCHEZ BURNING,0,2
1798,Simon & Schuster,0,edited  David Baldacci,None,0,2014-06-22,FACEOFF,0,1
1799,Berkley,0,Marie Force,None,0,2014-06-22,I WANT TO HOLD YOUR HAND,0,6
1800,Harlequin HQN,0,Linda Lael Miller,1460332962,0,2014-06-15,THE MARRIAGE PACT,0,3
1801,Ballantine,0,Steve Berry,None,0,2014-06-15,THE LINCOLN MYTH,0,3
1802,St. Martin's,0,Darynda Jones,1466845260,0,2014-06-08,SIXTH GRAVE ON THE EDGE,0,5
1803,Grand Central,0,Jeffery Deaver,1455517119,0,2014-06-08,THE SKIN COLLECTOR,0,3
1804,Viking,0,Sue Monk Kidd,None,0,2014-06-08,THE INVENTION OF WINGS,0,4
1805,S.L. Jennings,0,SL Jennings,None,0,2014-06-08,TAINT,0,1
1806,Lauren Blakely,0,Lauren Blakely,None,0,2014-06-01,AFTER THIS NIGHT,0,3
1807,Roc,0,Jim Butcher,None,0,2014-06-01,FOOL MOON,0,2
1808,Roc,0,Jim Butcher,None,0,2014-06-01,GRAVE PERIL,0,2
1809,Putnam,0,Ace Atkins,None,0,2014-05-25,ROBERT B. PARKER'S CHEAP SHOT,0,5
1810,Ace,0,Charlaine Harris,1101598794,0,2014-05-25,MIDNIGHT CROSSROAD,0,2
1811,Simon & Schuster,0,Mary Higgins Clark,1476749108,0,2014-05-18,I'VE GOT YOU UNDER MY SKIN,0,6
1812,Stacy Borel,0,Stacy Borel,None,0,2014-05-18,BENDER,0,1
1813,Laurelin Paige,0,Laurelin Paige,0991379640,0,2014-05-18,THE FIXED TRILOGY,0,3
1814,Berkley,0,Nora Roberts,None,0,2014-05-11,SHADOW SPELL,0,2
1815,HarperCollins Publishers,0,Barbara Kingsolver,0062124285,0,2014-05-11,FLIGHT BEHAVIOR,0,2
1816,Putnam,0,Stuart Woods,None,0,2014-05-11,CARNAL CURIOSITY,0,2
1817,Lauren Blakely,0,Lauren Blakely,None,0,2014-05-04,NIGHT AFTER NIGHT,0,3
1818,J.B. Salsbury,0,JB Salsbury,None,0,2014-05-04,FIGHTING TO FORGET,0,3
1819,Open Road Media,0,Michael Ponsor,1480441929,0,2014-05-04,THE HANGING JUDGE,0,3
1820,Black Oak Books,0,Shayla Black and Lexi Blake,None,0,2014-05-04,THEIR VIRGIN SECRETARY,0,3
1821,Touchstone,0,Philippa Gregory,0743298543,0,2014-04-27,THE BOLEYN INHERITANCE,0,3
1822,New American Library,0,J R Ward,None,0,2014-04-27,THE KING,0,2
1823,WGW,0,Whitney Gracia Williams,0990317005,0,2014-04-27,REASONABLE DOUBT,0,2
1824,Atlantic Monthly Press,0,Donna Leon,0802192505,0,2014-04-20,BY ITS COVER,0,3
1825,Morrow,0,Ted Bell,0062279408,0,2014-04-20,WARRIORS,0,1
1826,Delacorte,0,Danielle Steel,None,0,2014-04-20,POWER PLAY,0,2
1827,Minotaur,0,Nevada Barr,1466841680,0,2014-04-20,DESTROYER ANGEL,0,2
1828,St. Martin's Griffin,0,Kylie Scott,None,0,2014-04-20,PLAY,0,1
1829,Harlequin HQN,0,Lori Foster,1460328639,0,2014-04-13,DASH OF PERIL,0,3
1830,Harlequin HQN,0,Kristan Higgins,None,0,2014-04-13,WAITING ON YOU,0,3
1831,Silhouette,0,Nora Roberts,None,0,2014-04-13,THE RETURN OF RAFE MACKADE,0,5
1832,Tyndale,0,Joel C Rosenberg,None,0,2014-04-06,THE AUSCHWITZ ESCAPE,0,3
1833,InterMix,0,Jennifer Ashley,None,0,2014-04-06,FERAL HEAT,0,2
1834,Grand Central Publishing,0,David Baldacci,1455557285,0,2014-04-06,BULLSEYE,0,1
1835,Ace,0,Patricia Briggs,None,0,2014-04-06,NIGHT BROKEN,0,2
1836,Putnam,0,Clive Cussler and Justin Scott,0698140737,0,2014-04-06,THE BOOTLEGGER,0,2
1837,Harlequin Mira,0,Ron Carr,None,0,2014-03-30,THE CHANCE,0,2
1838,Random House,0,Anna Quindlen,0812995759,0,2014-03-30,STILL LIFE WITH BREAD CRUMBS,0,5
1839,Excessica,0,Skye Eagleday,None,0,2014-03-30,"FATED MATES, THE ALPHA SHIFTER BOXED SET",0,7
1840,Putnam,0,J D Robb,None,0,2014-03-30,CONCEALED IN DEATH,0,3
1841,Tawny Weber,0,Tawny Weber,None,0,2014-03-23,LUCKY 7 BAD BOYS CONTEMPORARY ROMANCE BOXED SET,0,8
1842,Rachel Van Dyken,0,Rachel Van Dyken,None,0,2014-03-23,TOXIC,0,1
1843,Steel Magnolia Press,0,"Diane Capri, J Carson Black and others",None,0,2014-03-23,DEADLY DOZEN,0,2
1844,Putnam,0,Randy Wayne White,None,0,2014-03-23,BONE DEEP,0,2
1845,Raine Miller,0,Raine Miller,None,0,2014-03-16,RARE AND PRECIOUS THINGS,0,4
1846,Avon,0,Laura Kaye,0062267914,0,2014-03-16,HARD AS YOU CAN,0,4
1847,Harlequin Mira,0,Susan Mallery,1460327047,0,2014-03-16,EVENING STARS,0,2
1848,Signet,0,Lisa Gardner,None,0,2014-03-16,TOUCH AND GO,0,3
1849,Helen Cooper,0,JS Cooper and Helen Cooper,None,0,2014-03-09,THE EX GAMES 2,0,4
1850,Mariner,0,Mark Helprin,0547543867,0,2014-03-09,WINTER'S TALE,0,2
1851,Helen Cooper,0,JS Cooper and Helen Cooper,None,0,2014-03-09,THE EX GAMES 3,0,4
1852,Tor/Tom Doherty,0,Orson Scott Card,142996393X,0,2014-03-09,ENDER'S GAME,0,2
1853,"Little, Brown",0,James Patterson and Emily Raymond,0316207020,0,2014-03-02,FIRST LOVE,0,2
1854,Entangled: Brazen,0,Tessa Bailey,None,0,2014-02-23,STAKING HIS CLAIM,0,3
1855,Berkley,0,Jaci Burton,None,0,2014-02-23,MELTING THE ICE,0,3
1856,Putnam,0,Tom Clancy with Mark Greaney,None,0,2014-02-16,COMMAND AUTHORITY,0,2
1857,Dutton,0,Lisa Gardner,None,0,2014-02-16,FEAR NOTHING,0,2
1858,Kensington,0,Joanne Fluke,None,0,2014-02-09,CHOCOLATE CHIP COOKIE MURDER,0,4
1859,St. Martin's Press,0,Sarah Addison Allen,1250019818,0,2014-02-09,LOST LAKE,0,2
1860,"Little, Brown",0,Michael Connelly,0316069507,0,2014-02-09,THE GODS OF GUILT,0,4
1861,Putnam,0,Stuart Woods,None,0,2014-02-09,STANDUP GUY,0,2
1862,Harper,0,Mitch Albom,0062294377,0,2014-02-02,THE FIRST PHONE CALL FROM HEAVEN,0,6
1863,"Little, Brown",0,Michael Connelly,None,0,2014-02-02,SWITCHBLADE,0,1
1864,Bantam,0,Janet Evanovich,0345542908,0,2014-02-02,TAKEDOWN TWENTY,0,2
1865,Laurelin Paige,0,Laurelin Paige,None,0,2014-02-02,FOREVER WITH YOU,0,3
1866,Bantam,0,Dean Koontz,0345539656,0,2014-01-26,INNOCENCE,0,1
1867,Morrow,0,J Lynn,0062294768,0,2014-01-26,WAIT FOR YOU,0,3
1868,Forever,0,Jessica Sorensen,None,0,2014-01-26,THE DESTINY OF VIOLET & LUKE (CALLIE & KAYDEN),0,9
1869,Scribner,0,Stephen King,147672766X,0,2014-01-19,DOCTOR SLEEP,0,2
1870,Morrow,0,Joe Hill,0062200593,0,2014-01-19,NOS4A2,0,1
1871,Berkley,0,Nora Roberts,None,0,2014-01-19,DARK WITCH,0,2
1872,Riverhead,0,Khaled Hosseini,None,0,2014-01-12,AND THE MOUNTAINS ECHOED,0,4
1873,Dutton,0,Harlan Coben,None,0,2014-01-12,SIX YEARS,0,2
1874,Putnam,0,Patricia Cornwell,None,0,2014-01-05,DUST,0,1
1875,Random House,0,George R R Martin,0553582011,0,2014-01-05,A DANCE WITH DRAGONS,0,4
1876,Doubleday,0,John Grisham,0345530578,0,2014-01-05,THE RACKETEER,0,2
1877,Laree Bailey Press,0,H M Ward,None,0,2013-12-29,THE ARRANGEMENT 12,0,3
1878,Bantam,0,George R R Martin,0345535537,0,2013-12-22,A GAME OF THRONES: FIVE-BOOK SET,0,6
1879,Avon,0,Sarah MacLean,None,0,2013-12-15,NO GOOD DUKE GOES UNPUNISHED,0,5
1880,Berkley,0,Kay Hooper,None,0,2013-12-15,HOSTAGE,0,1
1881,Kelly Elliott,0,Kelly Elliott,None,0,2013-12-15,BROKEN,0,1
1882,"HTJB, Inc.",0,Marie Force,None,0,2013-12-08,MEANT FOR LOVE,0,3
1883,Putnam,0,Clive Cussler with Jack Du Brul,None,0,2013-12-08,MIRAGE,0,1
1884,Nicole Edwards,0,Nicole Edwards,None,0,2013-12-08,HOLIDAYS WITH THE WALKER BROTHERS,0,5
1885,Oak Press,0,Bella Andre,None,0,2013-12-08,IT MUST BE YOUR LOVE,0,5
1886,Simon & Schuster,0,Martin Cruz Smith,1439153183,0,2013-12-01,TATIANA,0,1
1887,Random House,0,Fannie Flagg,1400065941,0,2013-12-01,THE ALL-GIRL FILLING STATION'S LAST REUNION,0,6
1888,Algonquin Books,0,Caroline Leavitt,None,0,2013-12-01,IS THIS TOMORROW,0,3
1889,Harper,0,Wally Lamb,None,0,2013-12-01,WE ARE WATER,0,3
1890,Forever,0,Kristen Ashley,None,0,2013-11-24,JAGGED,0,1
1891,Delacorte,0,Danielle Steel,0345539680,0,2013-11-24,WINNERS,0,1
1892,Berkley,0,Jill Shalvis,None,0,2013-11-24,RUMOR HAS IT,0,3
1893,Grand Central,0,Scott Turow,None,0,2013-11-24,IDENTICAL,0,1
1894,Laree Bailey Press,0,H M Ward,1630350028,0,2013-11-17,THE ARRANGEMENT 11,0,3
1895,Jove,0,Nalini Singh,None,0,2013-11-17,ARCHANGEL'S LEGION,0,2
1896,Putnam,0,John Sandford,None,0,2013-11-17,STORM FRONT,0,2
1897,Harlequin HQN,0,Kristan Higgins,None,0,2013-11-17,THE PERFECT MATCH,0,3
1898,William Morrow Impulse,0,J Lynn,None,0,2013-11-10,TRUST IN ME,0,3
1899,Forever,0,Rachel Van Dyken,None,0,2013-11-10,THE WAGER,0,2
1900,Knopf,0,Helen Fielding,0385350872,0,2013-11-10,BRIDGET JONES: MAD ABOUT THE BOY,0,6
1901,Viking,0,Elizabeth Gilbert,None,0,2013-11-03,THE SIGNATURE OF ALL THINGS,0,5
1902,"Little, Brown",0,Eleanor Catton,None,0,2013-11-03,THE LUMINARIES,0,2
1903,Putnam,0,Stuart Woods,None,0,2013-11-03,DOING HARD TIME,0,3
1904,Marian Wood/Putnam,0,Sue Grafton,1101636459,0,2013-10-27,W IS FOR WASTED,0,4
1905,Kathleen Brooks,0,Kathleen Brooks,0988210886,0,2013-10-27,SECRETS COLLIDE,0,2
1906,Touchstone,0,Lee Child,1451684789,0,2013-10-27,INHERIT THE DEAD,0,3
1907,Knopf,0,Jhumpa Lahiri,0385350406,0,2013-10-27,THE LOWLAND,0,2
1908,Center Street,0,Nelson DeMille,1455576425,0,2013-10-20,THE QUEST,0,2
1909,Grand Central,0,Sandra Brown,None,0,2013-10-20,DEADLINE,0,1
1910,Putnam,0,J D Robb,None,0,2013-10-20,THANKLESS IN DEATH,0,3
1911,Putnam,0,Catherine Coulter and JT Ellison,None,0,2013-10-20,THE FINAL CUT,0,3
1912,Harlequin HQN,0,Lori Foster,1460319559,0,2013-10-13,GETTING ROWDY,0,2
1913,Laree Bailey Press,0,HM Ward,None,0,2013-10-13,THE ARRANGEMENT 10,0,3
1914,Jove,0,JD Robb and others,None,0,2013-10-13,"MIRROR, MIRROR",0,2
1915,Putnam,0,Clive Cussler and Thomas Perry,None,0,2013-10-06,THE MAYAN SECRETS,0,3
1916,Penguin,0,A S A Harrison,None,0,2013-09-29,THE SILENT WIFE,0,3
1917,Gallery,0,Lisa Renee Jones,1476727244,0,2013-09-29,REVEALING US,0,2
1918,Gallery Books,0,Christina Lauren,None,0,2013-09-22,BEAUTIFUL BOMBSHELL,0,2
1919,Grand Central Publishing,0,Sandra Brown,145554647X,0,2013-09-22,ENVY,0,1
1920,Delacorte,0,Lee Child,None,0,2013-09-22,HIGH HEAT,0,2
1921,Forever,0,Jessica Sorensen,1455582727,0,2013-09-22,BREAKING NOVA,0,2
1922,Rachel Van Dyken,0,Rachel Van Dyken,None,0,2013-09-15,RUIN,0,1
1923,Indie Six,0,Elisabeth Naughton and others,0988986221,0,2013-09-15,WICKED FIRSTS,0,2
1924,Harper,0,Daniel Silva,0062073206,0,2013-09-08,THE ENGLISH GIRL,0,3
1925,Putnam,0,Frederick Forsyth,None,0,2013-09-08,THE KILL LIST,0,3
1926,Hugh Howey,0,Hugh Howey,None,0,2013-09-08,DUST,0,1
1927,Kristen Ashley,0,Kristen Ashley,None,0,2013-09-01,ROCK CHICK REVOLUTION,0,3
1928,"Little, Brown",0,James Patterson and Howard Roughan,0316211192,0,2013-09-01,SECOND HONEYMOON,0,2
1929,Seth Clarke,0,Jasinda Wilder,None,0,2013-09-01,STRIPPED,0,1
1930,Emily Bestler/Atria,0,Brad Thor,1476717117,0,2013-09-01,HIDDEN ORDER,0,2
1931,Algonquin,0,Irene Zatko,None,0,2013-08-25,THE SKY UNWASHED,0,3
1932,Forever,0,Jessica Sorensen,None,0,2013-08-25,THE REDEMPTION OF CALLIE AND KAYDEN,0,6
1933,Morrow/HarperCollins,0,Faye Kellerman,0062121774,0,2013-08-25,THE BEAST,0,2
1934,"Little, Brown & Company",0,J K Rowling,0316228583,0,2013-08-25,THE CASUAL VACANCY,0,3
1935,Morrow/HarperCollins,0,Neil Gaiman,None,0,2013-08-18,THE OCEAN AT THE END OF THE LANE,0,8
1936,Laree Bailey Press,0,H M Ward,0985547367,0,2013-08-18,THE ARRANGEMENT 9: THE FERRO FAMILY,0,6
1937,Grand Central,0,Sandra Brown,1455546445,0,2013-08-11,THE WITNESS,0,2
1938,S.L. Jennings,0,SL Jennings,None,0,2013-08-11,FEAR OF FALLING,0,3
1939,Knopf,0,Carl Hiaasen,None,0,2013-08-11,BAD MONKEY,0,2
1940,Berkley,0,Sylvia Day,None,0,2013-08-04,ENTWINED WITH YOU,0,3
1941,Spencer Hill Contemporary,0,J Lynn,1939392748,0,2013-08-04,FRIGID,0,1
1942,Golden Unicorn,0,J S Scott,1939962013,0,2013-08-04,THE BILLIONAIRE'S OBSESSION,0,3
1943,Touchstone,0,J A Jance,1451628706,0,2013-08-04,DEADLY STAKES,0,2
1944,J.C. Reed,0,JC Reed,None,0,2013-07-28,SURRENDER YOUR LOVE,0,3
1945,Laree Bailey,0,H M Ward,0985547340,0,2013-07-21,DAMAGED 2,0,2
1946,Vintage,0,Jo Nesbo,None,0,2013-07-21,THE BAT,0,2
1947,J.C. Reed,0,JC Reed,None,0,2013-07-21,CONQUER YOUR LOVE,0,3
1948,"Reagan Arthur/Little, Brown",0,Elin Hilderbrand,0316227188,0,2013-07-21,BEAUTIFUL DAY,0,2
1949,Zebra,0,Fern Michaels,None,0,2013-07-14,GOTCHA!,0,1
1950,Avon,0,Stephanie Laurens,None,0,2013-07-14,THE TAMING OF RYDER CAVANAUGH,0,5
1951,"Little, Brown",0,Michael Connelly,0759514712,0,2013-07-07,THE LINCOLN LAWYER,0,3
1952,Scribner,0,Jeannette Walls,None,0,2013-07-07,THE SILVER STAR,0,3
1953,Simon & Schuster,0,Lauren Weisberger,1439146950,0,2013-07-07,REVENGE WEARS PRADA,0,3
1954,Threshold Editions,0,Glenn Beck,1451635834,0,2013-06-30,THE EYE OF MOLOCH,0,4
1955,Grand Central,0,Jeffery Deaver,1455517070,0,2013-06-30,THE KILL ROOM,0,3
1956,"Little, Brown",0,James Patterson and Maxine Paetro,None,0,2013-06-30,12TH OF NEVER,0,3
1957,Putnam,0,John Sandford,None,0,2013-06-30,SILKEN PREY,0,2
1958,Harlequin Mira,0,Sherryl Woods,0778314464,0,2013-06-23,SEA GLASS ISLAND,0,3
1959,Putnam,0,Clive Cussler and Graham Brown,None,0,2013-06-23,ZERO HOUR,0,2
1960,Bantam,0,Janet Evanovich and Lee Goldberg,None,0,2013-06-16,PROS AND CONS,0,3
1961,Ace,0,Charlaine Harris,None,0,2013-06-16,DEAD EVER AFTER,0,3
1962,Harlequin HQN,0,Susan Mallery,None,0,2013-06-16,JUST ONE KISS,0,3
1963,Ballantine,0,Meg Waite Clayton,0345507843,0,2013-06-09,THE WEDNESDAY SISTERS,0,3
1964,Cassia Leo,0,Cassia Leo,None,0,2013-06-09,PIECES OF YOU,0,3
1965,Morrow,0,Molly McAdams,None,0,2013-06-09,STEALING HARPER,0,2
1966,Grand Central,0,Sandra Brown,1455546313,0,2013-06-09,FRENCH SILK,0,2
1967,M. Leighton,0,M Leighton,None,0,2013-06-02,UNTIL I BREAK,0,3
1968,Grand Central,0,Nicholas Sparks,0446574244,0,2013-06-02,SAFE HAVEN,0,2
1969,Katy Evans,0,Katy Evans,None,0,2013-05-26,REAL,0,1
1970,Simon & Schuster,0,Mary Higgins Clark,1451668961,0,2013-05-26,DADDY'S GONE A HUNTING,0,4
1971,St. Martin's,0,Kristin Hannah,None,0,2013-05-26,FLY AWAY,0,2
1972,HQN,0,Lori Foster,None,0,2013-05-19,BARE IT ALL,0,3
1973,Harlequin Mira,0,Susan Wiggs,None,0,2013-05-19,THE APPLE ORCHARD,0,3
1974,"Little, Brown",0,James Patterson,0316097527,0,2013-05-12,"ALEX CROSS, RUN",0,3
1975,"Little, Brown",0,Kate Atkinson,0316230804,0,2013-05-12,LIFE AFTER LIFE,0,3
1976,Emily Bestler/Atria,0,Jodi Picoult,1439149704,0,2013-05-12,THE STORYTELLER,0,2
1977,Random House,0,Elizabeth Strout,0812984617,0,2013-05-12,THE BURGESS BOYS,0,3
1978,Oak Press,0,Bella Andre,None,0,2013-03-24,ALWAYS ON MY MIND,0,4
1979,Random House Publishing,0,Lara Adrian,0345532619,0,2013-03-17,EDGE OF DAWN,0,3
1980,Random House Publishing,0,Debbie Macomber,None,0,2013-03-17,HEARTSONG,0,1
1981,HarperCollins Publishers,0,John Irving,0062235184,0,2013-03-10,THE CIDER HOUSE RULES,0,4
1982,Gallery Books,0,Christina Lauren,None,0,2013-03-10,BEAUTIFUL BASTARD,0,2
1983,"Little, Brown & Company",0,James Patterson and Mark Sullivan,None,0,2013-03-10,PRIVATE BERLIN,0,2
1984,Crown Publishing,0,Herman Koch,None,0,2013-03-10,THE DINNER,0,2
1985,Lisa Renee Jones,0,Lisa Renee Jones,None,0,2013-03-10,"TALL, DARK AND DEADLY",0,4
1986,Penguin Group,0,Robert Crais,None,0,2013-03-03,SUSPECT,0,1
1987,Crown Publishing,0,Taylor Stevens,0307717119,0,2013-03-03,THE INFORMATIONIST,0,2
1988,Random House Publishing,0,George Saunders,0812993802,0,2013-03-03,TENTH OF DECEMBER,0,3
1989,Sapphire Star Publishing,0,A L Jackson,1938404505,0,2013-03-03,LOST TO YOU,0,3
1990,Gail McHugh,0,Gail McHugh,None,0,2013-02-24,COLLIDE,0,1
1991,Oak Press,0,Lucy Kevin,1938127250,0,2013-02-24,FOUR WEDDINGS AND A FIASCO BOXED SET,0,7
1992,Simon & Schuster,0,Isaac Marion,1439192332,0,2013-02-24,WARM BODIES,0,2
